"ShipmentID";"SPID";"PID";"GID";"Shipdate";"Amount";"Boxes";"Order_Status"
"S00129464";"SP21";"P04";"G3";"2023-02-16";8980;360;"Delivered"
"S00129468";"SP21";"P04";"G5";"2023-12-19";11468;396;"Delivered"
"S00129472";"SP21";"P04";"G1";"2023-07-12";13077;595;"Delivered"
"S00129473";"SP21";"P04";"G1";"2023-04-14";3404;131;"Delivered"
"S00129480";"SP21";"P04";"G4";"2024-11-27";1139;41;"Delivered"
"S00129489";"SP21";"P16";"G1";"2023-05-16";6415;247;"Delivered"
"S00129491";"SP21";"P16";"G2";"2023-10-19";13462;612;"Delivered"
"S00129494";"SP21";"P16";"G4";"2024-06-21";2041;86;"Delivered"
"S00129496";"SP21";"P16";"G5";"2024-12-19";7790;300;"Delivered"
"S00129502";"SP21";"P16";"G1";"2023-01-25";230;9;"Delivered"
"S00129504";"SP21";"P16";"G2";"2023-02-03";4590;177;"Delivered"
"S00129514";"SP21";"P16";"G1";"2024-06-26";5531;252;"Delivered"
"S00129522";"SP21";"P16";"G4";"2025-01-02";9421;393;"Shipped"
"S00129546";"SP21";"P16";"G2";"2023-10-11";4100;152;"Cancelled"
"S00129548";"SP21";"P16";"G3";"2024-01-18";4221;176;"Delivered"
"S00129556";"SP21";"P16";"G1";"2024-12-06";10283;396;"Delivered"
"S00129568";"SP21";"P16";"G5";"2023-07-26";5204;237;"Delivered"
"S00129570";"SP21";"P16";"G1";"2024-07-04";5144;258;"Delivered"
"S00129571";"SP21";"P16";"G1";"2024-08-22";1663;76;"Delivered"
"S00129581";"SP21";"P16";"G5";"2023-06-22";13491;675;"Delivered"
"S00129587";"SP21";"P21";"G1";"2024-12-03";7587;362;"Delivered"
"S00129599";"SP21";"P21";"G1";"2023-02-24";1053;51;"Delivered"
"S00129611";"SP21";"P21";"G6";"2023-10-09";4295;196;"Delivered"
"S00129613";"SP21";"P21";"G1";"2023-01-11";4426;246;"Delivered"
"S00129615";"SP21";"P21";"G1";"2023-12-01";3060;162;"Delivered"
"S00129635";"SP21";"P21";"G4";"2024-08-08";1451;66;"Delivered"
"S00129637";"SP21";"P21";"G5";"2024-11-20";8678;511;"Delivered"
"S00129644";"SP21";"P21";"G2";"2023-05-29";2936;155;"Delivered"
"S00129670";"SP21";"P05";"G1";"2023-04-05";7565;291;"Delivered"
"S00129674";"SP21";"P05";"G3";"2025-01-29";1379;54;"Shipped"
"S00129680";"SP21";"P05";"G5";"2024-07-15";8827;384;"Delivered"
"S00129681";"SP21";"P05";"G6";"2023-07-10";4777;208;"Delivered"
"S00129685";"SP21";"P05";"G1";"2023-09-22";3634;146;"Delivered"
"S00129686";"SP21";"P05";"G2";"2023-06-20";6784;324;"Delivered"
"S00129687";"SP21";"P05";"G2";"2024-10-03";9855;519;"Delivered"
"S00129688";"SP21";"P05";"G3";"2023-03-20";8622;360;"Cancelled"
"S00129724";"SP21";"P12";"G1";"2024-12-31";11516;461;"Delivered"
"S00129726";"SP21";"P12";"G1";"2025-01-24";5141;258;"Shipped"
"S00129730";"SP21";"P12";"G3";"2024-04-19";4725;197;"Delivered"
"S00129736";"SP21";"P12";"G5";"2024-10-28";9533;454;"Delivered"
"S00129737";"SP21";"P12";"G6";"2023-10-16";9360;468;"Delivered"
"S00129752";"SP21";"P03";"G1";"2023-02-01";11826;592;"Delivered"
"S00129757";"SP21";"P03";"G2";"2024-10-18";2419;121;"Delivered"
"S00129758";"SP21";"P03";"G3";"2023-04-03";8537;389;"Delivered"
"S00129764";"SP21";"P03";"G5";"2024-01-02";10472;616;"Cancelled"
"S00129768";"SP21";"P03";"G1";"2023-07-25";9601;418;"Delivered"
"S00129770";"SP21";"P03";"G2";"2023-11-16";2754;153;"Delivered"
"S00129787";"SP21";"P03";"G4";"2024-07-19";6077;254;"Delivered"
"S00129789";"SP21";"P03";"G4";"2024-09-24";1438;69;"Delivered"
"S00129798";"SP21";"P03";"G2";"2024-07-22";10883;605;"Delivered"
"S00129799";"SP21";"P03";"G2";"2023-06-14";2984;136;"Delivered"
"S00129805";"SP21";"P03";"G5";"2024-01-29";8242;413;"Delivered"
"S00129809";"SP21";"P03";"G1";"2024-09-18";13793;812;"Delivered"
"S00129811";"SP21";"P03";"G1";"2023-12-15";20;2;"Delivered"
"S00129828";"SP21";"P03";"G3";"2023-06-14";5326;296;"Delivered"
"S00129831";"SP21";"P03";"G4";"2024-04-05";7279;429;"Delivered"
"S00129832";"SP21";"P03";"G5";"2024-05-02";2853;143;"Delivered"
"S00129863";"SP21";"P22";"G6";"2024-10-01";5929;229;"Delivered"
"S00129874";"SP21";"P22";"G5";"2024-09-03";3445;133;"Delivered"
"S00129881";"SP21";"P22";"G1";"2023-08-11";2291;85;"Delivered"
"S00129882";"SP21";"P22";"G2";"2024-10-25";6692;239;"Delivered"
"S00129884";"SP21";"P22";"G3";"2024-11-21";11070;462;"Delivered"
"S00129890";"SP21";"P22";"G5";"2023-08-25";2752;115;"Delivered"
"S00129909";"SP21";"P07";"G1";"2023-11-08";9547;562;"Delivered"
"S00129944";"SP21";"P07";"G5";"2023-05-08";7668;404;"Delivered"
"S00129955";"SP21";"P17";"G4";"2023-11-28";5303;183;"Delivered"
"S00129962";"SP21";"P17";"G1";"2024-03-28";14405;627;"Delivered"
"S00129966";"SP21";"P17";"G2";"2024-10-24";9248;343;"Cancelled"
"S00129967";"SP21";"P17";"G2";"2023-02-16";15338;667;"Delivered"
"S00129968";"SP21";"P17";"G3";"2024-09-24";12841;494;"Delivered"
"S00129970";"SP21";"P17";"G4";"2024-10-15";5922;247;"Delivered"
"S00129980";"SP21";"P17";"G2";"2024-01-02";19089;707;"Delivered"
"S00129988";"SP21";"P17";"G5";"2024-06-19";1526;57;"Delivered"
"S00129996";"SP21";"P17";"G3";"2023-06-19";7907;330;"Delivered"
"S00130000";"SP21";"P17";"G5";"2023-07-21";17930;665;"Delivered"
"S00130001";"SP21";"P17";"G5";"2023-10-16";126;6;"Delivered"
"S00130003";"SP21";"P17";"G6";"2023-11-29";13208;490;"Delivered"
"S00130012";"SP21";"P17";"G4";"2025-01-23";8289;377;"Shipped"
"S00130015";"SP21";"P17";"G5";"2023-08-02";5891;219;"Delivered"
"S00130021";"SP21";"P08";"G1";"2025-01-07";2000;126;"Shipped"
"S00130025";"SP21";"P08";"G4";"2023-02-21";7225;803;"Delivered"
"S00130033";"SP21";"P08";"G1";"2024-10-08";4079;292;"Delivered"
"S00130040";"SP21";"P08";"G4";"2024-06-27";4336;395;"Delivered"
"S00130041";"SP21";"P08";"G4";"2023-02-20";7351;613;"Delivered"
"S00130045";"SP21";"P08";"G6";"2024-10-31";5794;527;"Delivered"
"S00130047";"SP21";"P08";"G1";"2024-08-09";4187;323;"Delivered"
"S00130048";"SP21";"P08";"G1";"2024-02-20";7184;450;"Delivered"
"S00130054";"SP21";"P08";"G4";"2024-12-02";7484;576;"Delivered"
"S00130073";"SP21";"P08";"G6";"2023-12-15";142;11;"Delivered"
"S00130084";"SP21";"P08";"G5";"2024-07-09";4163;261;"Delivered"
"S00130101";"SP21";"P08";"G6";"2023-05-30";11576;965;"Delivered"
"S00130114";"SP21";"P13";"G5";"2025-02-11";3368;375;"Shipped"
"S00130121";"SP21";"P13";"G2";"2023-09-15";11149;1593;"Delivered"
"S00130122";"SP21";"P13";"G3";"2023-11-30";4610;659;"Delivered"
"S00130125";"SP21";"P13";"G4";"2024-07-02";5090;728;"Delivered"
"S00130127";"SP21";"P13";"G5";"2025-02-12";5411;451;"Shipped"
"S00130129";"SP21";"P13";"G6";"2024-07-04";9923;1241;"Cancelled"
"S00130134";"SP21";"P13";"G2";"2024-07-01";4304;718;"Delivered"
"S00130135";"SP21";"P13";"G2";"2023-10-05";9540;1590;"Delivered"
"S00130137";"SP21";"P13";"G4";"2023-07-26";8795;1466;"Delivered"
"S00130139";"SP21";"P13";"G4";"2023-08-17";2225;223;"Delivered"
"S00130141";"SP21";"P13";"G5";"2024-11-06";4590;918;"Delivered"
"S00130153";"SP21";"P13";"G4";"2023-09-04";9626;1376;"Delivered"
"S00130163";"SP21";"P02";"G2";"2025-02-07";4730;364;"Shipped"
"S00130177";"SP21";"P02";"G2";"2024-08-19";3011;201;"Delivered"
"S00130186";"SP21";"P20";"G1";"2023-01-03";9925;828;"Delivered"
"S00130191";"SP21";"P20";"G2";"2023-07-27";1364;114;"Delivered"
"S00130192";"SP21";"P20";"G3";"2024-03-22";1841;307;"Delivered"
"S00130194";"SP21";"P20";"G4";"2024-11-28";6800;850;"Delivered"
"S00130201";"SP21";"P20";"G1";"2023-01-04";5247;875;"Delivered"
"S00130204";"SP21";"P20";"G2";"2024-06-14";509;43;"Delivered"
"S00130205";"SP21";"P20";"G2";"2024-02-13";15768;2628;"Delivered"
"S00130219";"SP21";"P20";"G2";"2025-01-13";9441;1349;"Shipped"
"S00130225";"SP21";"P20";"G5";"2023-02-16";15588;1418;"Delivered"
"S00130231";"SP21";"P20";"G1";"2025-01-16";6419;535;"Shipped"
"S00130233";"SP21";"P20";"G2";"2024-03-05";9248;1322;"Delivered"
"S00130234";"SP21";"P20";"G3";"2024-11-14";7895;1128;"Delivered"
"S00130251";"SP21";"P20";"G4";"2024-11-14";3269;327;"Delivered"
"S00130253";"SP21";"P20";"G5";"2024-05-20";3197;246;"Delivered"
"S00130254";"SP21";"P20";"G5";"2024-03-05";952;80;"Delivered"
"S00130255";"SP21";"P20";"G6";"2023-08-21";9518;1587;"Delivered"
"S00130261";"SP21";"P20";"G2";"2024-06-05";3447;383;"Delivered"
"S00130277";"SP21";"P09";"G4";"2024-10-15";12627;842;"Cancelled"
"S00130279";"SP21";"P09";"G4";"2025-01-01";9482;500;"Shipped"
"S00130280";"SP21";"P09";"G5";"2024-06-04";9711;540;"Delivered"
"S00130299";"SP21";"P09";"G1";"2024-02-28";522;33;"Delivered"
"S00130301";"SP21";"P09";"G1";"2024-07-17";4734;296;"Delivered"
"S00130303";"SP21";"P09";"G2";"2023-03-22";2628;176;"Delivered"
"S00130305";"SP21";"P09";"G4";"2023-12-25";7295;487;"Delivered"
"S00130322";"SP21";"P09";"G5";"2024-11-19";3917;302;"Delivered"
"S00130324";"SP21";"P09";"G5";"2024-08-13";1852;93;"Delivered"
"S00130329";"SP21";"P18";"G1";"2023-01-25";7270;291;"Delivered"
"S00130331";"SP21";"P18";"G2";"2024-10-14";6968;367;"Delivered"
"S00130342";"SP21";"P18";"G1";"2024-10-18";7736;352;"Delivered"
"S00130343";"SP21";"P18";"G1";"2023-02-14";6503;261;"Delivered"
"S00130345";"SP21";"P18";"G2";"2023-09-22";5348;214;"Delivered"
"S00130353";"SP21";"P18";"G6";"2023-11-13";7459;325;"Delivered"
"S00130355";"SP21";"P18";"G1";"2024-02-23";3589;171;"Delivered"
"S00130358";"SP21";"P18";"G2";"2024-01-17";4338;174;"Delivered"
"S00130360";"SP21";"P18";"G3";"2023-05-29";4581;255;"Delivered"
"S00130362";"SP21";"P18";"G4";"2025-03-17";4709;225;"Placed"
"S00130363";"SP21";"P18";"G4";"2023-09-27";7657;365;"Delivered"
"S00130365";"SP21";"P18";"G5";"2023-05-01";7306;366;"Delivered"
"S00130372";"SP22";"P14";"G2";"2025-01-14";1341;64;"Shipped"
"S00130381";"SP22";"P14";"G6";"2023-11-03";15689;748;"Delivered"
"S00130384";"SP22";"P14";"G1";"2024-08-21";5303;190;"Delivered"
"S00130385";"SP22";"P14";"G1";"2023-02-21";2374;114;"Delivered"
"S00130388";"SP22";"P14";"G3";"2025-02-21";7880;359;"Shipped"
"S00130402";"SP22";"P14";"G3";"2024-07-30";3197;123;"Delivered"
"S00130416";"SP22";"P14";"G3";"2025-03-27";4318;206;"Placed"
"S00130423";"SP22";"P14";"G6";"2025-01-27";4532;175;"Shipped"
"S00130424";"SP22";"P01";"G1";"2024-11-05";2054;83;"Delivered"
"S00130429";"SP22";"P01";"G2";"2023-09-19";2489;96;"Delivered"
"S00130431";"SP22";"P01";"G4";"2023-11-02";12389;653;"Delivered"
"S00130441";"SP22";"P01";"G1";"2023-05-05";1879;82;"Delivered"
"S00130442";"SP22";"P01";"G2";"2025-02-21";5553;293;"Shipped"
"S00130446";"SP22";"P01";"G4";"2024-09-23";1377;63;"Cancelled"
"S00130449";"SP22";"P01";"G5";"2023-02-03";6928;315;"Delivered"
"S00130451";"SP22";"P01";"G6";"2023-01-09";635;31;"Delivered"
"S00130454";"SP22";"P01";"G1";"2024-02-05";8134;407;"Delivered"
"S00130457";"SP22";"P01";"G2";"2024-10-10";19008;792;"Delivered"
"S00130468";"SP22";"P01";"G1";"2023-01-31";10494;438;"Delivered"
"S00130476";"SP22";"P01";"G5";"2023-07-04";3411;180;"Delivered"
"S00130493";"SP22";"P06";"G6";"2024-06-25";10143;923;"Delivered"
"S00130494";"SP22";"P06";"G1";"2024-03-07";1229;123;"Delivered"
"S00130502";"SP22";"P06";"G4";"2024-11-06";3672;408;"Cancelled"
"S00130506";"SP22";"P06";"G5";"2023-05-25";1715;156;"Delivered"
"S00130516";"SP22";"P06";"G4";"2024-03-14";4475;640;"Delivered"
"S00130519";"SP22";"P06";"G5";"2025-03-11";6820;569;"Placed"
"S00130521";"SP22";"P06";"G6";"2024-07-24";2792;215;"Delivered"
"S00130523";"SP22";"P06";"G1";"2023-09-01";6044;756;"Delivered"
"S00130524";"SP22";"P06";"G1";"2023-06-30";1523;170;"Delivered"
"S00130535";"SP22";"P06";"G6";"2024-05-06";7666;590;"Delivered"
"S00130548";"SP22";"P19";"G5";"2023-12-04";8417;383;"Delivered"
"S00130566";"SP22";"P19";"G1";"2024-06-07";7472;288;"Cancelled"
"S00130570";"SP22";"P19";"G3";"2025-03-17";7256;303;"Placed"
"S00130571";"SP22";"P19";"G4";"2023-06-15";7292;365;"Cancelled"
"S00130574";"SP22";"P19";"G5";"2023-06-07";918;40;"Delivered"
"S00130586";"SP22";"P19";"G4";"2024-05-21";2356;103;"Delivered"
"S00130595";"SP22";"P19";"G1";"2025-02-05";0;0;"Shipped"
"S00130601";"SP22";"P19";"G4";"2024-09-18";1967;104;"Delivered"
"S00130610";"SP22";"P15";"G2";"2023-10-25";5141;368;"Delivered"
"S00130613";"SP22";"P15";"G4";"2023-05-09";6678;668;"Delivered"
"S00130615";"SP22";"P15";"G4";"2024-06-21";6185;413;"Delivered"
"S00130625";"SP22";"P15";"G2";"2025-01-06";1987;153;"Shipped"
"S00130627";"SP22";"P15";"G4";"2023-09-26";430;29;"Delivered"
"S00130630";"SP22";"P15";"G5";"2023-12-13";4338;310;"Delivered"
"S00130642";"SP22";"P15";"G4";"2023-10-13";2900;323;"Delivered"
"S00130644";"SP22";"P15";"G5";"2023-12-12";1825;153;"Delivered"
"S00130665";"SP22";"P15";"G1";"2025-01-13";1096;110;"Shipped"
"S00130670";"SP22";"P15";"G4";"2023-03-23";7931;529;"Delivered"
"S00130675";"SP22";"P15";"G6";"2023-06-23";2246;173;"Delivered"
"S00130681";"SP22";"P11";"G2";"2024-05-21";2579;369;"Delivered"
"S00130682";"SP22";"P11";"G3";"2023-10-04";4698;428;"Delivered"
"S00130696";"SP22";"P11";"G3";"2024-02-15";4327;310;"Delivered"
"S00130708";"SP22";"P11";"G2";"2023-10-13";6629;603;"Delivered"
"S00130715";"SP22";"P11";"G5";"2024-03-06";797;62;"Delivered"
"S00130716";"SP22";"P11";"G5";"2023-07-07";4642;358;"Delivered"
"S00130723";"SP22";"P11";"G2";"2024-10-07";2306;210;"Delivered"
"S00130727";"SP22";"P11";"G4";"2024-11-26";8858;806;"Delivered"
"S00130734";"SP22";"P10";"G1";"2025-02-06";8516;449;"Shipped"
"S00130735";"SP22";"P10";"G1";"2024-06-28";6023;402;"Delivered"
"S00130738";"SP22";"P10";"G3";"2025-02-27";7020;502;"Shipped"
"S00130749";"SP22";"P10";"G1";"2024-08-19";934;72;"Delivered"
"S00130751";"SP22";"P10";"G2";"2024-11-28";4712;337;"Delivered"
"S00130756";"SP22";"P10";"G5";"2025-02-07";4372;274;"Shipped"
"S00130762";"SP22";"P10";"G1";"2023-09-06";6273;369;"Delivered"
"S00130774";"SP22";"P04";"G1";"2024-02-15";3029;132;"Delivered"
"S00130777";"SP22";"P04";"G1";"2024-10-18";13426;498;"Delivered"
"S00130781";"SP22";"P04";"G4";"2024-01-12";869;37;"Delivered"
"S00130782";"SP22";"P04";"G4";"2024-10-07";194;9;"Delivered"
"S00130783";"SP22";"P04";"G4";"2024-03-20";5117;183;"Delivered"
"S00130801";"SP22";"P04";"G6";"2024-12-02";8795;383;"Delivered"
"S00130807";"SP22";"P04";"G2";"2023-11-06";8048;322;"Delivered"
"S00130814";"SP22";"P04";"G5";"2024-03-13";5931;220;"Delivered"
"S00130830";"SP22";"P16";"G1";"2024-06-11";2930;118;"Delivered"
"S00130834";"SP22";"P16";"G2";"2023-01-11";13698;571;"Delivered"
"S00130840";"SP22";"P16";"G5";"2024-10-03";1256;63;"Delivered"
"S00130853";"SP22";"P16";"G4";"2024-11-25";56;3;"Delivered"
"S00130861";"SP22";"P16";"G1";"2024-12-06";3251;126;"Delivered"
"S00130865";"SP22";"P16";"G4";"2023-12-14";7164;276;"Delivered"
"S00130866";"SP22";"P16";"G4";"2024-02-27";12515;596;"Delivered"
"S00130874";"SP22";"P16";"G1";"2023-10-27";2471;124;"Delivered"
"S00130883";"SP22";"P16";"G5";"2023-02-06";6597;287;"Delivered"
"S00130884";"SP22";"P16";"G5";"2023-05-30";11093;444;"Delivered"
"S00130888";"SP22";"P16";"G1";"2023-01-09";7938;346;"Delivered"
"S00130890";"SP22";"P16";"G2";"2023-07-24";1971;83;"Delivered"
"S00130904";"SP22";"P16";"G2";"2025-02-11";2525;110;"Shipped"
"S00130910";"SP22";"P16";"G5";"2025-02-26";3638;174;"Shipped"
"S00130920";"SP22";"P16";"G3";"2023-11-21";10319;413;"Delivered"
"S00130945";"SP22";"P21";"G1";"2023-02-14";3353;210;"Delivered"
"S00130959";"SP22";"P21";"G1";"2024-08-19";12272;646;"Delivered"
"S00131004";"SP22";"P05";"G3";"2025-01-09";1611;65;"Shipped"
"S00131010";"SP22";"P05";"G5";"2023-12-27";9232;356;"Delivered"
"S00131011";"SP22";"P05";"G6";"2023-01-10";6586;254;"Delivered"
"S00131015";"SP22";"P05";"G1";"2024-04-01";6226;250;"Delivered"
"S00131016";"SP22";"P05";"G2";"2025-01-28";5846;244;"Shipped"
"S00131023";"SP22";"P05";"G5";"2025-01-17";9187;400;"Shipped"
"S00131026";"SP22";"P05";"G1";"2023-05-03";12602;601;"Delivered"
"S00131029";"SP22";"P05";"G1";"2023-01-11";9671;387;"Delivered"
"S00131031";"SP22";"P05";"G2";"2024-07-22";12447;479;"Delivered"
"S00131068";"SP22";"P12";"G1";"2023-10-10";10382;547;"Delivered"
"S00131075";"SP22";"P12";"G4";"2024-09-05";10510;584;"Delivered"
"S00131077";"SP22";"P12";"G4";"2025-02-21";1881;95;"Shipped"
"S00131081";"SP22";"P12";"G6";"2023-02-14";3776;158;"Delivered"
"S00131097";"SP22";"P03";"G1";"2025-01-16";1802;107;"Shipped"
"S00131115";"SP22";"P03";"G2";"2023-09-28";7821;461;"Delivered"
"S00131122";"SP22";"P03";"G5";"2024-10-03";1123;60;"Delivered"
"S00131150";"SP22";"P03";"G5";"2024-01-24";8802;401;"Delivered"
"S00131154";"SP22";"P03";"G1";"2024-07-01";8831;384;"Delivered"
"S00131158";"SP22";"P03";"G3";"2024-01-18";5418;226;"Delivered"
"S00131161";"SP22";"P03";"G4";"2024-07-02";9297;423;"Delivered"
"S00131168";"SP22";"P03";"G1";"2023-05-26";3269;182;"Delivered"
"S00131179";"SP22";"P03";"G6";"2023-05-12";2621;138;"Delivered"
"S00131182";"SP22";"P22";"G1";"2024-11-29";398;14;"Delivered"
"S00131186";"SP22";"P22";"G3";"2024-11-26";6487;250;"Delivered"
"S00131194";"SP22";"P22";"G1";"2023-08-15";7092;229;"Delivered"
"S00131226";"SP22";"P22";"G2";"2025-01-13";4271;165;"Shipped"
"S00131230";"SP22";"P22";"G4";"2024-12-11";11853;383;"Cancelled"
"S00131236";"SP22";"P22";"G1";"2024-08-08";8109;338;"Delivered"
"S00131239";"SP22";"P22";"G1";"2024-11-27";4151;144;"Delivered"
"S00131244";"SP22";"P22";"G4";"2023-10-12";7164;239;"Delivered"
"S00131249";"SP22";"P22";"G6";"2024-04-19";7112;285;"Delivered"
"S00131260";"SP22";"P07";"G5";"2023-04-28";9398;523;"Delivered"
"S00131262";"SP22";"P07";"G5";"2024-08-29";5807;363;"Delivered"
"S00131269";"SP22";"P07";"G2";"2023-11-28";8267;460;"Delivered"
"S00131276";"SP22";"P07";"G5";"2024-07-29";8730;514;"Delivered"
"S00131280";"SP22";"P07";"G1";"2025-02-05";817;59;"Shipped"
"S00131281";"SP22";"P07";"G1";"2024-06-24";2342;181;"Delivered"
"S00131285";"SP22";"P07";"G4";"2024-02-28";898;65;"Delivered"
"S00131289";"SP22";"P07";"G5";"2024-04-01";3803;317;"Delivered"
"S00131292";"SP22";"P17";"G1";"2024-10-28";7040;294;"Delivered"
"S00131299";"SP22";"P17";"G4";"2023-10-03";5564;253;"Delivered"
"S00131306";"SP22";"P17";"G1";"2024-05-21";745;30;"Delivered"
"S00131314";"SP22";"P17";"G4";"2023-06-20";4167;155;"Delivered"
"S00131325";"SP22";"P17";"G2";"2023-10-13";1139;44;"Delivered"
"S00131328";"SP22";"P17";"G4";"2024-10-31";2437;85;"Delivered"
"S00131334";"SP22";"P17";"G1";"2023-02-01";8699;300;"Delivered"
"S00131338";"SP22";"P17";"G2";"2023-05-16";20196;879;"Delivered"
"S00131344";"SP22";"P17";"G5";"2023-07-05";16556;592;"Cancelled"
"S00131347";"SP22";"P17";"G6";"2023-02-16";6698;249;"Delivered"
"S00131353";"SP22";"P17";"G2";"2023-02-06";4754;164;"Delivered"
"S00131374";"SP22";"P08";"G5";"2024-10-30";4181;279;"Delivered"
"S00131379";"SP22";"P08";"G1";"2025-01-28";1532;118;"Shipped"
"S00131389";"SP22";"P08";"G6";"2024-05-14";1071;77;"Delivered"
"S00131396";"SP22";"P08";"G3";"2024-04-24";16486;1100;"Delivered"
"S00131406";"SP22";"P08";"G1";"2023-11-16";164;11;"Delivered"
"S00131408";"SP22";"P08";"G2";"2025-02-14";4748;340;"Shipped"
"S00131412";"SP22";"P08";"G4";"2024-05-15";601;43;"Delivered"
"S00131419";"SP22";"P08";"G1";"2024-12-13";12719;1414;"Delivered"
"S00131428";"SP22";"P08";"G5";"2023-02-21";11090;1233;"Delivered"
"S00131438";"SP22";"P08";"G3";"2024-08-09";10726;976;"Delivered"
"S00131439";"SP22";"P08";"G4";"2023-07-25";3312;237;"Delivered"
"S00131440";"SP22";"P08";"G4";"2024-09-10";8465;706;"Delivered"
"S00131441";"SP22";"P08";"G4";"2023-12-14";5443;419;"Delivered"
"S00131449";"SP22";"P13";"G1";"2023-12-28";6480;926;"Delivered"
"S00131453";"SP22";"P13";"G4";"2024-09-26";9014;752;"Delivered"
"S00131471";"SP22";"P13";"G5";"2023-01-30";104;10;"Delivered"
"S00131475";"SP22";"P13";"G1";"2024-12-26";4302;538;"Delivered"
"S00131488";"SP22";"P13";"G1";"2024-02-09";3794;759;"Delivered"
"S00131507";"SP22";"P02";"G2";"2023-02-14";4417;340;"Delivered"
"S00131508";"SP22";"P02";"G3";"2024-02-20";11399;1425;"Delivered"
"S00131513";"SP22";"P02";"G5";"2024-04-25";2689;269;"Delivered"
"S00131530";"SP22";"P20";"G1";"2023-05-08";1361;171;"Delivered"
"S00131536";"SP22";"P20";"G3";"2023-11-17";815;91;"Delivered"
"S00131537";"SP22";"P20";"G4";"2023-06-29";2880;288;"Delivered"
"S00131545";"SP22";"P20";"G1";"2023-07-24";349;44;"Delivered"
"S00131548";"SP22";"P20";"G2";"2023-01-20";1892;271;"Delivered"
"S00131549";"SP22";"P20";"G2";"2023-10-26";113;9;"Delivered"
"S00131559";"SP22";"P20";"G1";"2023-08-11";14542;1322;"Delivered"
"S00131566";"SP22";"P20";"G4";"2023-11-09";4966;382;"Delivered"
"S00131574";"SP22";"P20";"G1";"2023-09-11";13325;2221;"Delivered"
"S00131577";"SP22";"P20";"G2";"2023-11-29";4799;437;"Delivered"
"S00131578";"SP22";"P20";"G3";"2023-12-25";1431;205;"Delivered"
"S00131582";"SP22";"P20";"G5";"2023-02-14";9218;839;"Delivered"
"S00131592";"SP22";"P20";"G3";"2024-08-23";3962;331;"Delivered"
"S00131603";"SP22";"P20";"G1";"2023-10-10";2612;327;"Delivered"
"S00131607";"SP22";"P20";"G4";"2023-03-15";12789;1599;"Delivered"
"S00131609";"SP22";"P20";"G4";"2023-06-14";1890;237;"Delivered"
"S00131612";"SP22";"P20";"G5";"2023-01-20";2081;298;"Delivered"
"S00131639";"SP22";"P09";"G5";"2024-06-13";13165;775;"Cancelled"
"S00131650";"SP22";"P09";"G4";"2024-04-26";7409;464;"Cancelled"
"S00131658";"SP22";"P09";"G1";"2024-12-17";10721;565;"Delivered"
"S00131659";"SP22";"P09";"G1";"2023-08-07";2612;201;"Delivered"
"S00131663";"SP22";"P09";"G4";"2024-06-27";2714;136;"Delivered"
"S00131677";"SP22";"P18";"G4";"2023-11-03";8885;371;"Delivered"
"S00131680";"SP22";"P18";"G5";"2023-08-15";6370;336;"Delivered"
"S00131682";"SP22";"P18";"G5";"2024-05-22";7866;315;"Delivered"
"S00131684";"SP22";"P18";"G1";"2023-05-26";5117;256;"Delivered"
"S00131688";"SP22";"P18";"G2";"2023-07-04";8080;449;"Delivered"
"S00131690";"SP22";"P18";"G3";"2023-06-16";2383;100;"Delivered"
"S00131691";"SP22";"P18";"G4";"2023-11-09";6669;278;"Delivered"
"S00131704";"SP22";"P18";"G3";"2023-02-17";6624;276;"Delivered"
"S00131715";"SP22";"P14";"G1";"2024-05-15";11383;438;"Delivered"
"S00131727";"SP22";"P14";"G1";"2023-09-29";11822;455;"Delivered"
"S00131728";"SP22";"P14";"G1";"2023-09-15";5299;231;"Delivered"
"S00131731";"SP22";"P14";"G2";"2023-05-17";5297;190;"Delivered"
"S00131739";"SP22";"P14";"G6";"2024-02-07";2054;83;"Delivered"
"S00131741";"SP22";"P14";"G1";"2024-09-11";1357;51;"Delivered"
"S00131745";"SP22";"P14";"G2";"2023-02-24";13419;497;"Delivered"
"S00131749";"SP22";"P14";"G4";"2023-01-13";1040;38;"Cancelled"
"S00131751";"SP22";"P14";"G5";"2024-02-08";2855;102;"Delivered"
"S00131752";"SP22";"P14";"G5";"2025-03-13";8244;375;"Placed"
"S00131768";"SP22";"P01";"G1";"2024-05-22";4615;210;"Cancelled"
"S00131776";"SP22";"P01";"G4";"2024-05-27";2041;108;"Delivered"
"S00131778";"SP22";"P01";"G5";"2023-04-28";6730;337;"Cancelled"
"S00131781";"SP22";"P01";"G6";"2024-04-18";6975;279;"Delivered"
"S00131788";"SP22";"P01";"G3";"2024-06-26";1699;90;"Delivered"
"S00131795";"SP22";"P01";"G6";"2024-08-22";3305;138;"Cancelled"
"S00131796";"SP22";"P01";"G1";"2024-03-12";5740;221;"Delivered"
"S00131800";"SP22";"P01";"G2";"2024-09-20";2482;119;"Delivered"
"S00131801";"SP22";"P01";"G2";"2023-04-21";12170;609;"Delivered"
"S00131802";"SP22";"P01";"G3";"2025-02-12";1193;63;"Shipped"
"S00131810";"SP22";"P01";"G1";"2025-02-28";1571;61;"Shipped"
"S00131819";"SP22";"P01";"G4";"2023-12-01";2750;138;"Delivered"
"S00131828";"SP22";"P06";"G2";"2023-11-06";5954;662;"Delivered"
"S00131835";"SP22";"P06";"G5";"2024-05-14";450;65;"Delivered"
